CityCode,CityName,MeshCode
5201,秋田市,59401148
5201,秋田市,59401149
5201,秋田市,59401158
5201,秋田市,59401159
5201,秋田市,59401167
5201,秋田市,59401168
5201,秋田市,59401169
5201,秋田市,59401177
5201,秋田市,59401178
5201,秋田市,59401179
5201,秋田市,59401187
5201,秋田市,59401188
5201,秋田市,59401189
5201,秋田市,59401195
5201,秋田市,59401196
5201,秋田市,59401197
5201,秋田市,59401198
5201,秋田市,59401199
5201,秋田市,59401230
5201,秋田市,59401231
5201,秋田市,59401240
5201,秋田市,59401241
5201,秋田市,59401242
5201,秋田市,59401250
5201,秋田市,59401251
5201,秋田市,59401252
5201,秋田市,59401260
5201,秋田市,59401261
5201,秋田市,59401262
5201,秋田市,59401270
5201,秋田市,59401271
5201,秋田市,59401272
5201,秋田市,59401280
5201,秋田市,59401281
5201,秋田市,59401282
5201,秋田市,59401290
5201,秋田市,59401291
5201,秋田市,59401292
5201,秋田市,59402089
5201,秋田市,59402096
5201,秋田市,59402097
5201,秋田市,59402098
5201,秋田市,59402099
5201,秋田市,59402104
5201,秋田市,59402105
5201,秋田市,59402106
5201,秋田市,59402107
5201,秋田市,59402108
5201,秋田市,59402109
5201,秋田市,59402114
5201,秋田市,59402115
5201,秋田市,59402116
5201,秋田市,59402117
5201,秋田市,59402118
5201,秋田市,59402119
5201,秋田市,59402124
5201,秋田市,59402125
5201,秋田市,59402126
5201,秋田市,59402127
5201,秋田市,59402128
5201,秋田市,59402129
5201,秋田市,59402133
5201,秋田市,59402134
5201,秋田市,59402135
5201,秋田市,59402136
5201,秋田市,59402137
5201,秋田市,59402138
5201,秋田市,59402139
5201,秋田市,59402142
5201,秋田市,59402143
5201,秋田市,59402144
5201,秋田市,59402145
5201,秋田市,59402146
5201,秋田市,59402147
5201,秋田市,59402148
5201,秋田市,59402149
5201,秋田市,59402153
5201,秋田市,59402154
5201,秋田市,59402155
5201,秋田市,59402156
5201,秋田市,59402157
5201,秋田市,59402158
5201,秋田市,59402159
5201,秋田市,59402162
5201,秋田市,59402163
5201,秋田市,59402164
5201,秋田市,59402165
5201,秋田市,59402166
5201,秋田市,59402167
5201,秋田市,59402168
5201,秋田市,59402172
