CityCode,CityName,MeshCode
3201,盛岡市,59403799
3201,盛岡市,59404709
3201,盛岡市,59412284
3201,盛岡市,59412285
3201,盛岡市,59412286
3201,盛岡市,59412287
3201,盛岡市,59412288
3201,盛岡市,59412289
3201,盛岡市,59412291
3201,盛岡市,59412294
3201,盛岡市,59412295
3201,盛岡市,59412296
3201,盛岡市,59412297
3201,盛岡市,59412298
3201,盛岡市,59412299
3201,盛岡市,59412373
3201,盛岡市,59412374
3201,盛岡市,59412380
3201,盛岡市,59412382
3201,盛岡市,59412383
3201,盛岡市,59412384
3201,盛岡市,59412390
3201,盛岡市,59412391
3201,盛岡市,59412392
3201,盛岡市,59412393
3201,盛岡市,59412394
3201,盛岡市,59413064
3201,盛岡市,59413065
3201,盛岡市,59413066
3201,盛岡市,59413067
3201,盛岡市,59413068
3201,盛岡市,59413069
3201,盛岡市,59413071
3201,盛岡市,59413072
3201,盛岡市,59413073
3201,盛岡市,59413074
3201,盛岡市,59413075
3201,盛岡市,59413076
3201,盛岡市,59413077
3201,盛岡市,59413078
3201,盛岡市,59413079
3201,盛岡市,59413080
3201,盛岡市,59413081
3201,盛岡市,59413082
3201,盛岡市,59413083
3201,盛岡市,59413084
3201,盛岡市,59413085
3201,盛岡市,59413086
3201,盛岡市,59413087
3201,盛岡市,59413088
3201,盛岡市,59413089
3201,盛岡市,59413090
3201,盛岡市,59413091
3201,盛岡市,59413092
3201,盛岡市,59413093
3201,盛岡市,59413094
3201,盛岡市,59413095
3201,盛岡市,59413096
3201,盛岡市,59413097
3201,盛岡市,59413098
3201,盛岡市,59413099
3201,盛岡市,59413115
3201,盛岡市,59413119
3201,盛岡市,59413125
3201,盛岡市,59413126
3201,盛岡市,59413127
3201,盛岡市,59413128
3201,盛岡市,59413129
3201,盛岡市,59413134
3201,盛岡市,59413135
3201,盛岡市,59413136
3201,盛岡市,59413137
3201,盛岡市,59413138
3201,盛岡市,59413139
3201,盛岡市,59413144
