CityCode,CityName,MeshCode
4101,仙台市青葉区,57402597
4101,仙台市青葉区,57402598
4101,仙台市青葉区,57402599
4101,仙台市青葉区,57402680
4101,仙台市青葉区,57402683
4101,仙台市青葉区,57402684
4101,仙台市青葉区,57402690
4101,仙台市青葉区,57402691
4101,仙台市青葉区,57402692
4101,仙台市青葉区,57402693
4101,仙台市青葉区,57402694
4101,仙台市青葉区,57402695
4101,仙台市青葉区,57402696
4101,仙台市青葉区,57402697
4101,仙台市青葉区,57402698
4101,仙台市青葉区,57402699
4101,仙台市青葉区,57402790
4101,仙台市青葉区,57403448
4101,仙台市青葉区,57403449
4101,仙台市青葉区,57403456
4101,仙台市青葉区,57403457
4101,仙台市青葉区,57403458
4101,仙台市青葉区,57403459
4101,仙台市青葉区,57403466
4101,仙台市青葉区,57403467
4101,仙台市青葉区,57403468
4101,仙台市青葉区,57403469
4101,仙台市青葉区,57403477
4101,仙台市青葉区,57403478
4101,仙台市青葉区,57403479
4101,仙台市青葉区,57403486
4101,仙台市青葉区,57403487
4101,仙台市青葉区,57403488
4101,仙台市青葉区,57403489
4101,仙台市青葉区,57403496
4101,仙台市青葉区,57403497
4101,仙台市青葉区,57403498
4101,仙台市青葉区,57403499
4101,仙台市青葉区,57403507
4101,仙台市青葉区,57403508
4101,仙台市青葉区,57403509
4101,仙台市青葉区,57403515
4101,仙台市青葉区,57403516
4101,仙台市青葉区,57403517
4101,仙台市青葉区,57403518
4101,仙台市青葉区,57403519
4101,仙台市青葉区,57403524
4101,仙台市青葉区,57403525
4101,仙台市青葉区,57403526
4101,仙台市青葉区,57403527
4101,仙台市青葉区,57403528
4101,仙台市青葉区,57403529
4101,仙台市青葉区,57403534
4101,仙台市青葉区,57403535
4101,仙台市青葉区,57403536
4101,仙台市青葉区,57403537
4101,仙台市青葉区,57403538
4101,仙台市青葉区,57403539
4101,仙台市青葉区,57403540
4101,仙台市青葉区,57403541
4101,仙台市青葉区,57403542
4101,仙台市青葉区,57403544
4101,仙台市青葉区,57403545
4101,仙台市青葉区,57403546
4101,仙台市青葉区,57403547
4101,仙台市青葉区,57403548
4101,仙台市青葉区,57403549
4101,仙台市青葉区,57403550
4101,仙台市青葉区,57403551
4101,仙台市青葉区,57403552
4101,仙台市青葉区,57403553
4101,仙台市青葉区,57403554
4101,仙台市青葉区,57403555
4101,仙台市青葉区,57403556
4101,仙台市青葉区,57403557
4101,仙台市青葉区,57403558
4101,仙台市青葉区,57403559
4101,仙台市青葉区,57403560
4101,仙台市青葉区,57403561
4101,仙台市青葉区,57403562
4101,仙台市青葉区,57403563
4101,仙台市青葉区,57403564
4101,仙台市青葉区,57403565
4101,仙台市青葉区,57403566
4101,仙台市青葉区,57403567
4101,仙台市青葉区,57403568
4101,仙台市青葉区,57403569
4101,仙台市青葉区,57403570
4101,仙台市青葉区,57403571
4101,仙台市青葉区,57403572
4101,仙台市青葉区,57403573
4101,仙台市青葉区,57403574
4101,仙台市青葉区,57403575
4101,仙台市青葉区,57403576
4101,仙台市青葉区,57403577
4101,仙台市青葉区,57403578
4101,仙台市青葉区,57403579
4101,仙台市青葉区,57403580
4101,仙台市青葉区,57403581
4101,仙台市青葉区,57403582
4101,仙台市青葉区,57403583
4101,仙台市青葉区,57403584
4101,仙台市青葉区,57403585
4101,仙台市青葉区,57403586
4101,仙台市青葉区,57403587
4101,仙台市青葉区,57403588
4101,仙台市青葉区,57403589
4101,仙台市青葉区,57403590
4101,仙台市青葉区,57403591
4101,仙台市青葉区,57403592
4101,仙台市青葉区,57403593
4101,仙台市青葉区,57403594
4101,仙台市青葉区,57403595
4101,仙台市青葉区,57403596
4101,仙台市青葉区,57403597
4101,仙台市青葉区,57403598
4101,仙台市青葉区,57403599
4101,仙台市青葉区,57403600
4101,仙台市青葉区,57403601
4101,仙台市青葉区,57403602
4101,仙台市青葉区,57403603
4101,仙台市青葉区,57403604
4101,仙台市青葉区,57403605
4101,仙台市青葉区,57403606
4101,仙台市青葉区,57403607
4101,仙台市青葉区,57403608
4101,仙台市青葉区,57403609
4101,仙台市青葉区,57403610
4101,仙台市青葉区,57403611
4101,仙台市青葉区,57403612
4101,仙台市青葉区,57403613
4101,仙台市青葉区,57403614
4101,仙台市青葉区,57403615
