Date,3 Year,5 Year,7 Year,10 Year,15 Year,20 Year
1028160000,,0.005019705,0.00917968,0.013881577,,
1028246400,,0.004856144,0.009000378,0.013751411,,
1028505600,,0.004676678,0.008682159,0.013650228,,
1028592000,,0.004836634,0.0087378,0.013813977,,
1028678400,,0.004700394,0.008540389,0.013574582,,
1028764800,,0.004725402,0.00855048,0.01356541,,
1028851200,,0.004619465,0.008380049,0.013458478,,
1029110400,,0.004512566,0.008253422,0.013373339,,
1029196800,,0.004662178,0.008467273,0.013694961,,
1029283200,,0.004448229,0.008150658,0.013558966,,
1029369600,,0.004438643,0.008131477,0.013582747,,
1029456000,,0.004559912,0.008240692,0.01371336,,
1029715200,,0.004491244,0.008153645,0.013595408,,
1029801600,,0.004492499,0.008235213,0.013610918,,
1029888000,,0.004328416,0.008106968,0.013476158,,
1029974400,,0.004206265,0.008021445,0.013451789,,
1030060800,,0.004110024,0.007900635,0.013284337,,
1030320000,,0.004124961,0.007849942,0.013134803,,
1030406400,,0.004017139,0.00764029,0.012901545,,
1030492800,,0.004078168,0.007714474,0.013080262,,
1030579200,,0.003798449,0.00727096,0.012653368,,
1030665600,,0.003863762,0.00726274,0.012538995,,
1030924800,,0.00388663,0.007176149,0.012395113,,
1031011200,,0.003986504,0.007334888,0.012568728,,
1031097600,,0.0040846,0.007481477,0.01268279,,
1031184000,,0.004115037,0.007503005,0.012717857,,
1031270400,,0.003833082,0.007015297,0.012171645,,
1031529600,,0.003860952,0.007010553,0.012162586,,
1031616000,,0.003580361,0.006536211,0.01165606,,
1031702400,,0.003690539,0.00651527,0.011454127,,
1031788800,,0.003683918,0.006464667,0.011339858,,
1031875200,,0.003824338,0.006728397,0.011369359,,
1032220800,,0.003835439,0.006789662,0.011565192,,
1032307200,,0.005080476,0.008676355,0.013333293,,
1032393600,,0.004341282,0.007829739,0.012778849,,
1032480000,,0.004576648,0.0084687,0.013770499,,
1032825600,,0.004639626,0.008424743,0.013512133,,
1032912000,,0.004362989,0.007852066,0.012870713,,
1032998400,,0.004482465,0.007995217,0.013031364,,
1033084800,,0.004491721,0.007925882,0.012923414,,
1033344000,,0.004275674,0.007630422,0.012556471,,
1033430400,,0.004026667,0.007298106,0.012134603,,
1033516800,,0.004085647,0.007307283,0.012203583,,
1033603200,,0.003953804,0.007146007,0.012221073,,
1033689600,,0.003923535,0.007165005,0.012356359,,
1033948800,,0.004009826,0.007379907,0.012668166,,
1034035200,,0.004001711,0.007327681,0.01254648,,
1034121600,,0.003836539,0.007154556,0.012443345,,
1034208000,,0.003627235,0.006887597,0.012295748,,
1034294400,,0.003608271,0.00669584,0.01193133,,
1034640000,,0.003517313,0.006398374,0.011605829,,
1034726400,,0.003596251,0.006419951,0.011535944,,
1034812800,,0.003743334,0.006581601,0.011666981,,
1034899200,,0.003806107,0.006759815,0.011869292,,
1035158400,,0.003682878,0.006624299,0.011729619,,
1035244800,,0.003892458,0.006983961,0.01192431,,
1035331200,,0.003776177,0.006750832,0.011745278,,
1035417600,,0.003781263,0.006749219,0.011718072,,
1035504000,,0.003771109,0.006748722,0.011676538,,
1035763200,,0.00367907,0.006571302,0.011380452,,
1035849600,,0.003636494,0.006518463,0.011327199,,
1035936000,,0.003654048,0.006555027,0.011289691,,
1036022400,,0.003405078,0.006161968,0.01083184,,
1036108800,,0.00340165,0.006045947,0.010728636,,
1036454400,,0.003469067,0.006033838,0.010619114,,
1036540800,,0.003610856,0.006206699,0.010797651,,
1036627200,,0.003649096,0.006274403,0.0109685,,
1036713600,,0.003604338,0.006200747,0.010959124,,
1036972800,,0.003497791,0.005951426,0.010616833,,
1037059200,,0.003482232,0.005970377,0.010656135,,
1037145600,,0.003502783,0.006006388,0.010616963,,
1037232000,,0.003777729,0.006466309,0.01107594,,
1037318400,,0.003786885,0.006518828,0.011179577,,
1037577600,,0.003885548,0.006671326,0.011313733,,
1037664000,,0.003782135,0.00641199,0.010991739,,
1037750400,,0.003928637,0.006535836,0.010966285,,
1037836800,,0.00436595,0.00709251,0.011266289,,
