CityCode,CityName,MeshCode
9201,宇都宮市,54395659
9201,宇都宮市,54395669
9201,宇都宮市,54395677
9201,宇都宮市,54395678
9201,宇都宮市,54395679
9201,宇都宮市,54395687
9201,宇都宮市,54395688
9201,宇都宮市,54395689
9201,宇都宮市,54395696
9201,宇都宮市,54395697
9201,宇都宮市,54395698
9201,宇都宮市,54395699
9201,宇都宮市,54395750
9201,宇都宮市,54395760
9201,宇都宮市,54395761
9201,宇都宮市,54395766
9201,宇都宮市,54395767
9201,宇都宮市,54395770
9201,宇都宮市,54395771
9201,宇都宮市,54395772
9201,宇都宮市,54395774
9201,宇都宮市,54395775
9201,宇都宮市,54395776
9201,宇都宮市,54395777
9201,宇都宮市,54395780
9201,宇都宮市,54395781
9201,宇都宮市,54395782
9201,宇都宮市,54395783
9201,宇都宮市,54395784
9201,宇都宮市,54395785
9201,宇都宮市,54395786
9201,宇都宮市,54395787
9201,宇都宮市,54395790
9201,宇都宮市,54395791
9201,宇都宮市,54395792
9201,宇都宮市,54395793
9201,宇都宮市,54395794
9201,宇都宮市,54395795
9201,宇都宮市,54395796
9201,宇都宮市,54395797
9201,宇都宮市,54395799
9201,宇都宮市,54396605
9201,宇都宮市,54396606
9201,宇都宮市,54396607
9201,宇都宮市,54396608
9201,宇都宮市,54396609
9201,宇都宮市,54396615
9201,宇都宮市,54396616
9201,宇都宮市,54396617
9201,宇都宮市,54396618
9201,宇都宮市,54396619
9201,宇都宮市,54396625
9201,宇都宮市,54396626
9201,宇都宮市,54396627
9201,宇都宮市,54396628
9201,宇都宮市,54396629
9201,宇都宮市,54396636
9201,宇都宮市,54396637
9201,宇都宮市,54396638
9201,宇都宮市,54396639
9201,宇都宮市,54396645
9201,宇都宮市,54396646
9201,宇都宮市,54396647
9201,宇都宮市,54396648
9201,宇都宮市,54396649
9201,宇都宮市,54396655
9201,宇都宮市,54396656
9201,宇都宮市,54396657
9201,宇都宮市,54396658
9201,宇都宮市,54396659
9201,宇都宮市,54396664
9201,宇都宮市,54396665
9201,宇都宮市,54396666
9201,宇都宮市,54396667
9201,宇都宮市,54396668
9201,宇都宮市,54396669
9201,宇都宮市,54396674
9201,宇都宮市,54396675
9201,宇都宮市,54396676
9201,宇都宮市,54396677
9201,宇都宮市,54396678
9201,宇都宮市,54396679
9201,宇都宮市,54396683
9201,宇都宮市,54396684
9201,宇都宮市,54396685
9201,宇都宮市,54396686
9201,宇都宮市,54396687
9201,宇都宮市,54396688
9201,宇都宮市,54396689
9201,宇都宮市,54396693
9201,宇都宮市,54396694
9201,宇都宮市,54396695
9201,宇都宮市,54396696
9201,宇都宮市,54396697
9201,宇都宮市,54396698
9201,宇都宮市,54396699
9201,宇都宮市,54396700
9201,宇都宮市,54396701
9201,宇都宮市,54396702
9201,宇都宮市,54396703
9201,宇都宮市,54396704
9201,宇都宮市,54396705
9201,宇都宮市,54396706
9201,宇都宮市,54396707
9201,宇都宮市,54396708
9201,宇都宮市,54396709
9201,宇都宮市,54396710
9201,宇都宮市,54396711
9201,宇都宮市,54396712
9201,宇都宮市,54396713
9201,宇都宮市,54396714
9201,宇都宮市,54396715
9201,宇都宮市,54396716
9201,宇都宮市,54396717
9201,宇都宮市,54396718
9201,宇都宮市,54396719
9201,宇都宮市,54396720
9201,宇都宮市,54396721
9201,宇都宮市,54396722
9201,宇都宮市,54396723
9201,宇都宮市,54396724
9201,宇都宮市,54396725
9201,宇都宮市,54396726
9201,宇都宮市,54396727
9201,宇都宮市,54396728
9201,宇都宮市,54396729
9201,宇都宮市,54396730
9201,宇都宮市,54396731
9201,宇都宮市,54396732
9201,宇都宮市,54396733
9201,宇都宮市,54396734
9201,宇都宮市,54396735
9201,宇都宮市,54396736
