CityCode,CityName,MeshCode
8201,水戸市,54403278
8201,水戸市,54403279
8201,水戸市,54403287
8201,水戸市,54403288
8201,水戸市,54403289
8201,水戸市,54403297
8201,水戸市,54403298
8201,水戸市,54403299
8201,水戸市,54403369
8201,水戸市,54403370
8201,水戸市,54403371
8201,水戸市,54403373
8201,水戸市,54403374
8201,水戸市,54403375
8201,水戸市,54403377
8201,水戸市,54403378
8201,水戸市,54403379
8201,水戸市,54403380
8201,水戸市,54403381
8201,水戸市,54403383
8201,水戸市,54403384
8201,水戸市,54403385
8201,水戸市,54403386
8201,水戸市,54403387
8201,水戸市,54403388
8201,水戸市,54403389
8201,水戸市,54403390
8201,水戸市,54403391
8201,水戸市,54403392
8201,水戸市,54403393
8201,水戸市,54403394
8201,水戸市,54403395
8201,水戸市,54403396
8201,水戸市,54403397
8201,水戸市,54403398
8201,水戸市,54403399
8201,水戸市,54403460
8201,水戸市,54403461
8201,水戸市,54403462
8201,水戸市,54403470
8201,水戸市,54403471
8201,水戸市,54403472
8201,水戸市,54403473
8201,水戸市,54403474
8201,水戸市,54403480
8201,水戸市,54403481
8201,水戸市,54403482
8201,水戸市,54403483
8201,水戸市,54403484
8201,水戸市,54403485
8201,水戸市,54403490
8201,水戸市,54403491
8201,水戸市,54403492
8201,水戸市,54403493
8201,水戸市,54403494
8201,水戸市,54403495
8201,水戸市,54403496
8201,水戸市,54404206
8201,水戸市,54404207
8201,水戸市,54404208
8201,水戸市,54404209
8201,水戸市,54404216
8201,水戸市,54404217
8201,水戸市,54404218
8201,水戸市,54404219
8201,水戸市,54404226
8201,水戸市,54404227
8201,水戸市,54404228
8201,水戸市,54404229
8201,水戸市,54404237
8201,水戸市,54404238
8201,水戸市,54404239
8201,水戸市,54404246
8201,水戸市,54404247
8201,水戸市,54404248
8201,水戸市,54404249
8201,水戸市,54404255
8201,水戸市,54404256
8201,水戸市,54404257
8201,水戸市,54404258
8201,水戸市,54404259
8201,水戸市,54404265
8201,水戸市,54404266
8201,水戸市,54404267
8201,水戸市,54404268
8201,水戸市,54404269
8201,水戸市,54404275
8201,水戸市,54404276
8201,水戸市,54404277
8201,水戸市,54404278
8201,水戸市,54404279
8201,水戸市,54404288
8201,水戸市,54404289
8201,水戸市,54404297
8201,水戸市,54404298
8201,水戸市,54404299
8201,水戸市,54404300
8201,水戸市,54404301
8201,水戸市,54404302
8201,水戸市,54404303
8201,水戸市,54404304
8201,水戸市,54404305
8201,水戸市,54404306
8201,水戸市,54404307
8201,水戸市,54404308
8201,水戸市,54404309
8201,水戸市,54404310
8201,水戸市,54404311
8201,水戸市,54404312
8201,水戸市,54404313
8201,水戸市,54404314
8201,水戸市,54404315
8201,水戸市,54404316
8201,水戸市,54404317
8201,水戸市,54404318
8201,水戸市,54404319
8201,水戸市,54404320
8201,水戸市,54404321
8201,水戸市,54404322
8201,水戸市,54404323
8201,水戸市,54404324
8201,水戸市,54404325
8201,水戸市,54404326
8201,水戸市,54404327
8201,水戸市,54404328
